GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,A00AA2020
"G3901050","Ohio","39","390","Meigs County","105","1050",22210
"G3901070","Ohio","39","390","Mercer County","107","1070",42528
"G3901090","Ohio","39","390","Miami County","109","1090",108774
"G3901110","Ohio","39","390","Monroe County","111","1110",13385
"G3901130","Ohio","39","390","Montgomery County","113","1130",537309
"G3901150","Ohio","39","390","Morgan County","115","1150",13802
"G3901170","Ohio","39","390","Morrow County","117","1170",34950
"G3901190","Ohio","39","390","Muskingum County","119","1190",86410
"G3901210","Ohio","39","390","Noble County","121","1210",14115
"G3901230","Ohio","39","390","Ottawa County","123","1230",40364
"G3901250","Ohio","39","390","Paulding County","125","1250",18806
"G3901270","Ohio","39","390","Perry County","127","1270",35408
"G3901290","Ohio","39","390","Pickaway County","129","1290",58539
"G3901310","Ohio","39","390","Pike County","131","1310",27088
"G3901330","Ohio","39","390","Portage County","133","1330",161791
"G3901350","Ohio","39","390","Preble County","135","1350",40999
"G3901370","Ohio","39","390","Putnam County","137","1370",34451
"G3901390","Ohio","39","390","Richland County","139","1390",124936
"G3901410","Ohio","39","390","Ross County","141","1410",77093
"G3901430","Ohio","39","390","Sandusky County","143","1430",58896
"G3901450","Ohio","39","390","Scioto County","145","1450",74008
"G3901470","Ohio","39","390","Seneca County","147","1470",55069
"G3901490","Ohio","39","390","Shelby County","149","1490",48230
"G3901510","Ohio","39","390","Stark County","151","1510",374853
"G3901530","Ohio","39","390","Summit County","153","1530",540428
"G3901550","Ohio","39","390","Trumbull County","155","1550",201977
"G3901570","Ohio","39","390","Tuscarawas County","157","1570",93263
"G3901590","Ohio","39","390","Union County","159","1590",62784
"G3901610","Ohio","39","390","Van Wert County","161","1610",28931
"G3901630","Ohio","39","390","Vinton County","163","1630",12800
"G3901650","Ohio","39","390","Warren County","165","1650",242337
"G3901670","Ohio","39","390","Washington County","167","1670",59771
"G3901690","Ohio","39","390","Wayne County","169","1690",116894
"G3901710","Ohio","39","390","Williams County","171","1710",37102
"G3901730","Ohio","39","390","Wood County","173","1730",132248
"G3901750","Ohio","39","390","Wyandot County","175","1750",21900
"G4000010","Oklahoma","40","400","Adair County","001","0010",19495
"G4000030","Oklahoma","40","400","Alfalfa County","003","0030",5699
"G4000050","Oklahoma","40","400","Atoka County","005","0050",14143
"G4000070","Oklahoma","40","400","Beaver County","007","0070",5049
"G4000090","Oklahoma","40","400","Beckham County","009","0090",22410
"G4000110","Oklahoma","40","400","Blaine County","011","0110",8735
"G4000130","Oklahoma","40","400","Bryan County","013","0130",46067
"G4000150","Oklahoma","40","400","Caddo County","015","0150",26945
"G4000170","Oklahoma","40","400","Canadian County","017","0170",154405
"G4000190","Oklahoma","40","400","Carter County","019","0190",48003
"G4000210","Oklahoma","40","400","Cherokee County","021","0210",47078
"G4000230","Oklahoma","40","400","Choctaw County","023","0230",14204
"G4000250","Oklahoma","40","400","Cimarron County","025","0250",2296
"G4000270","Oklahoma","40","400","Cleveland County","027","0270",295528
"G4000290","Oklahoma","40","400","Coal County","029","0290",5266
"G4000310","Oklahoma","40","400","Comanche County","031","0310",121125
"G4000330","Oklahoma","40","400","Cotton County","033","0330",5527
"G4000350","Oklahoma","40","400","Craig County","035","0350",14107
"G4000370","Oklahoma","40","400","Creek County","037","0370",71754
"G4000390","Oklahoma","40","400","Custer County","039","0390",28513
"G4000410","Oklahoma","40","400","Delaware County","041","0410",40397
"G4000430","Oklahoma","40","400","Dewey County","043","0430",4484
"G4000450","Oklahoma","40","400","Ellis County","045","0450",3749
"G4000470","Oklahoma","40","400","Garfield County","047","0470",62846
"G4000490","Oklahoma","40","400","Garvin County","049","0490",25656
"G4000510","Oklahoma","40","400","Grady County","051","0510",54795
"G4000530","Oklahoma","40","400","Grant County","053","0530",4169
"G4000550","Oklahoma","40","400","Greer County","055","0550",5491
"G4000570","Oklahoma","40","400","Harmon County","057","0570",2488
"G4000590","Oklahoma","40","400","Harper County","059","0590",3272
"G4000610","Oklahoma","40","400","Haskell County","061","0610",11561
"G4000630","Oklahoma","40","400","Hughes County","063","0630",13367
"G4000650","Oklahoma","40","400","Jackson County","065","0650",24785
"G4000670","Oklahoma","40","400","Jefferson County","067","0670",5337
"G4000690","Oklahoma","40","400","Johnston County","069","0690",10272
"G4000710","Oklahoma","40","400","Kay County","071","0710",43700
"G4000730","Oklahoma","40","400","Kingfisher County","073","0730",15184
"G4000750","Oklahoma","40","400","Kiowa County","075","0750",8509
"G4000770","Oklahoma","40","400","Latimer County","077","0770",9444
"G4000790","Oklahoma","40","400","Le Flore County","079","0790",48129
"G4000810","Oklahoma","40","400","Lincoln County","081","0810",33458
"G4000830","Oklahoma","40","400","Logan County","083","0830",49555
"G4000850","Oklahoma","40","400","Love County","085","0850",10146
"G4000930","Oklahoma","40","400","Major County","093","0930",7782
"G4000950","Oklahoma","40","400","Marshall County","095","0950",15312
"G4000970","Oklahoma","40","400","Mayes County","097","0970",39046
"G4000870","Oklahoma","40","400","McClain County","087","0870",41662
"G4000890","Oklahoma","40","400","McCurtain County","089","0890",30814
"G4000910","Oklahoma","40","400","McIntosh County","091","0910",18941
"G4000990","Oklahoma","40","400","Murray County","099","0990",13904
"G4001010","Oklahoma","40","400","Muskogee County","101","1010",66339
"G4001030","Oklahoma","40","400","Noble County","103","1030",10924
"G4001050","Oklahoma","40","400","Nowata County","105","1050",9320
"G4001070","Oklahoma","40","400","Okfuskee County","107","1070",11310
"G4001090","Oklahoma","40","400","Oklahoma County","109","1090",796292
"G4001110","Oklahoma","40","400","Okmulgee County","111","1110",36706
"G4001130","Oklahoma","40","400","Osage County","113","1130",45818
"G4001150","Oklahoma","40","400","Ottawa County","115","1150",30285
"G4001170","Oklahoma","40","400","Pawnee County","117","1170",15553
"G4001190","Oklahoma","40","400","Payne County","119","1190",81646
"G4001210","Oklahoma","40","400","Pittsburg County","121","1210",43773
"G4001230","Oklahoma","40","400","Pontotoc County","123","1230",38065
"G4001250","Oklahoma","40","400","Pottawatomie County","125","1250",72454
"G4001270","Oklahoma","40","400","Pushmataha County","127","1270",10812
"G4001290","Oklahoma","40","400","Roger Mills County","129","1290",3442
"G4001310","Oklahoma","40","400","Rogers County","131","1310",95240
"G4001330","Oklahoma","40","400","Seminole County","133","1330",23556
"G4001350","Oklahoma","40","400","Sequoyah County","135","1350",39281
"G4001370","Oklahoma","40","400","Stephens County","137","1370",42848
"G4001390","Oklahoma","40","400","Texas County","139","1390",21384
"G4001410","Oklahoma","40","400","Tillman County","141","1410",6968
"G4001430","Oklahoma","40","400","Tulsa County","143","1430",669279
"G4001450","Oklahoma","40","400","Wagoner County","145","1450",80981
"G4001470","Oklahoma","40","400","Washington County","147","1470",52455
"G4001490","Oklahoma","40","400","Washita County","149","1490",10924
"G4001510","Oklahoma","40","400","Woods County","151","1510",8624
"G4001530","Oklahoma","40","400","Woodward County","153","1530",20470
"G4100010","Oregon","41","410","Baker County","001","0010",16668
"G4100030","Oregon","41","410","Benton County","003","0030",95184
"G4100050","Oregon","41","410","Clackamas County","005","0050",421401
"G4100070","Oregon","41","410","Clatsop County","007","0070",41072
"G4100090","Oregon","41","410","Columbia County","009","0090",52589
"G4100110","Oregon","41","410","Coos County","011","0110",64929
"G4100130","Oregon","41","410","Crook County","013","0130",24738
"G4100150","Oregon","41","410","Curry County","015","0150",23446
"G4100170","Oregon","41","410","Deschutes County","017","0170",198253
"G4100190","Oregon","41","410","Douglas County","019","0190",111201
"G4100210","Oregon","41","410","Gilliam County","021","0210",1995
"G4100230","Oregon","41","410","Grant County","023","0230",7233
"G4100250","Oregon","41","410","Harney County","025","0250",7495
"G4100270","Oregon","41","410","Hood River County","027","0270",23977
"G4100290","Oregon","41","410","Jackson County","029","0290",223259
"G4100310","Oregon","41","410","Jefferson County","031","0310",24502
"G4100330","Oregon","41","410","Josephine County","033","0330",88090
"G4100350","Oregon","41","410","Klamath County","035","0350",69413
"G4100370","Oregon","41","410","Lake County","037","0370",8160
"G4100390","Oregon","41","410","Lane County","039","0390",382971
"G4100410","Oregon","41","410","Lincoln County","041","0410",50395
"G4100430","Oregon","41","410","Linn County","043","0430",128610
"G4100450","Oregon","41","410","Malheur County","045","0450",31571
"G4100470","Oregon","41","410","Marion County","047","0470",345920
"G4100490","Oregon","41","410","Morrow County","049","0490",12186
"G4100510","Oregon","41","410","Multnomah County","051","0510",815428
"G4100530","Oregon","41","410","Polk County","053","0530",87433
"G4100550","Oregon","41","410","Sherman County","055","0550",1870
"G4100570","Oregon","41","410","Tillamook County","057","0570",27390
"G4100590","Oregon","41","410","Umatilla County","059","0590",80075
"G4100610","Oregon","41","410","Union County","061","0610",26196
"G4100630","Oregon","41","410","Wallowa County","063","0630",7391
"G4100650","Oregon","41","410","Wasco County","065","0650",26670
"G4100670","Oregon","41","410","Washington County","067","0670",600372
"G4100690","Oregon","41","410","Wheeler County","069","0690",1451
"G4100710","Oregon","41","410","Yamhill County","071","0710",107722
"G4200010","Pennsylvania","42","420","Adams County","001","0010",103852
"G4200030","Pennsylvania","42","420","Allegheny County","003","0030",1250578
"G4200050","Pennsylvania","42","420","Armstrong County","005","0050",65558
"G4200070","Pennsylvania","42","420","Beaver County","007","0070",168215
"G4200090","Pennsylvania","42","420","Bedford County","009","0090",47577
"G4200110","Pennsylvania","42","420","Berks County","011","0110",428849
"G4200130","Pennsylvania","42","420","Blair County","013","0130",122822
"G4200150","Pennsylvania","42","420","Bradford County","015","0150",59967
"G4200170","Pennsylvania","42","420","Bucks County","017","0170",646538
"G4200190","Pennsylvania","42","420","Butler County","019","0190",193763
"G4200210","Pennsylvania","42","420","Cambria County","021","0210",133472
"G4200230","Pennsylvania","42","420","Cameron County","023","0230",4547
"G4200250","Pennsylvania","42","420","Carbon County","025","0250",64749
"G4200270","Pennsylvania","42","420","Centre County","027","0270",158172
"G4200290","Pennsylvania","42","420","Chester County","029","0290",534413
"G4200310","Pennsylvania","42","420","Clarion County","031","0310",37241
"G4200330","Pennsylvania","42","420","Clearfield County","033","0330",80562
"G4200350","Pennsylvania","42","420","Clinton County","035","0350",37450
"G4200370","Pennsylvania","42","420","Columbia County","037","0370",64727
"G4200390","Pennsylvania","42","420","Crawford County","039","0390",83938
"G4200410","Pennsylvania","42","420","Cumberland County","041","0410",259469
"G4200430","Pennsylvania","42","420","Dauphin County","043","0430",286401
"G4200450","Pennsylvania","42","420","Delaware County","045","0450",576830
